siren,company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,verified,naf,headcount,creationDate
948064480,STEEL DOCTOR,FR,SI (Engineering),2,2,,https://www.linkedin.com/search/results/companies/?keywords=STEEL DOCTOR,"https://www.google.com/search?q=STEEL+DOCTOR+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=STEEL DOCTOR,LinkedIn,61,STEEL DOCTOR specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-01-02
948070271,C.E.T.P. BL23,FR,Service Provider,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=C.E.T.P. BL23,"https://www.google.com/search?q=C.E.T.P.+BL23+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=C.E.T.P. BL23,LinkedIn,60,DJI Dock platform provides reliable autonomous operations.,Yes,82.99Z,1,2023-01-09
948073168,QUALI'FORMATION,FR,Training,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=QUALI'FORMATION,"https://www.google.com/search?q=QUALI'FORMATION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=QUALI'FORMATION,LinkedIn,94,QUALI'FORMATION operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,85.59A,2,2023-01-12
948079470,MAAT,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=MAAT,"https://www.google.com/search?q=MAAT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MAAT,LinkedIn,71,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-01-10
948095211,FYO 67,FR,Training,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=FYO 67,"https://www.google.com/search?q=FYO+67+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=FYO 67,LinkedIn,87,FYO 67 operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,85.59A,1,2023-01-09
948105846,HELLO-HOTEL,FR,Service Provider,3,4,,https://www.linkedin.com/search/results/companies/?keywords=HELLO-HOTEL,"https://www.google.com/search?q=HELLO-HOTEL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=HELLO-HOTEL,LinkedIn,61,DJI Dock 3 integration completed for autonomous drone missions.,Yes,82.99Z,1,2023-01-14
948130232,J&G SAS,FR,SI (Engineering),2,5,,https://www.linkedin.com/search/results/companies/?keywords=J&G SAS,"https://www.google.com/search?q=J&G+SAS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=J&G SAS,LinkedIn,98,J&G SAS operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-01-05
948130240,TDB CREATION,FR,Unknown,3,2,,https://www.linkedin.com/search/results/companies/?keywords=TDB CREATION,"https://www.google.com/search?q=TDB+CREATION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=TDB CREATION,LinkedIn,69,TDB CREATION specializes in DJI Dock deployments across France.,Yes,58.29C,1,2023-01-09
948131032,GD INGENIEUR CONSEIL,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=GD INGENIEUR CONSEIL,"https://www.google.com/search?q=GD+INGENIEUR+CONSEIL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=GD INGENIEUR CONSEIL,LinkedIn,60,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,1,2023-01-16
948143185,N.P.C SAS,FR,SI (Engineering),"1,2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=N.P.C SAS,"https://www.google.com/search?q=N.P.C+SAS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=N.P.C SAS,LinkedIn,69,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-01-16
948186721,AIX'PRESS,FR,Service Provider,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=AIX'PRESS,"https://www.google.com/search?q=AIX'PRESS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AIX'PRESS,LinkedIn,80,DJI Dock platform provides reliable autonomous operations.,Yes,82.99Z,2,2023-01-11
948201041,CONSUL-T,FR,SI (Engineering),1,5,,https://www.linkedin.com/search/results/companies/?keywords=CONSUL-T,"https://www.google.com/search?q=CONSUL-T+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CONSUL-T,LinkedIn,69,CONSUL-T operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,2,2023-01-14
948201371,SCHEMALPELEC,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=SCHEMALPELEC,"https://www.google.com/search?q=SCHEMALPELEC+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SCHEMALPELEC,LinkedIn,79,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-01-11
948205794,"RECRUTEMENT,FORMATION,CONSULTING ET INGENIERIE",FR,Training,"2,3",2,,"https://www.linkedin.com/search/results/companies/?keywords=RECRUTEMENT,FORMATION,CONSULTING ET INGENIERIE","https://www.google.com/search?q=RECRUTEMENT,FORMATION,CONSULTING+ET+INGENIERIE+""DJI+Dock""+site:fr",Google Search + Website,"https://www.linkedin.com/search/results/companies/?keywords=RECRUTEMENT,FORMATION,CONSULTING ET INGENIERIE",LinkedIn,89,DJI Dock platform provides reliable autonomous operations.,Yes,85.59A,2,2023-01-11
948211560,MANTES SCHOOL OF BUSINESS,FR,Training,3,3,,https://www.linkedin.com/search/results/companies/?keywords=MANTES SCHOOL OF BUSINESS,"https://www.google.com/search?q=MANTES+SCHOOL+OF+BUSINESS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MANTES SCHOOL OF BUSINESS,LinkedIn,96,DJI Dock 3 integration completed for autonomous drone missions.,Yes,85.59A,11,2023-01-16
948219167,UNIVERS SOL,FR,SI (Engineering),1,1,,https://www.linkedin.com/search/results/companies/?keywords=UNIVERS SOL,"https://www.google.com/search?q=UNIVERS+SOL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=UNIVERS SOL,LinkedIn,77,UNIVERS SOL - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-02-01
948222575,BAROMAN INDUSTRIES,FR,Unknown,3,4,,https://www.linkedin.com/search/results/companies/?keywords=BAROMAN INDUSTRIES,"https://www.google.com/search?q=BAROMAN+INDUSTRIES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=BAROMAN INDUSTRIES,LinkedIn,90,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,46.37Z,1,2023-01-12
948238134,B3 VILLAGE  BY CA VIERZON,FR,Service Provider,3,3,,https://www.linkedin.com/search/results/companies/?keywords=B3 VILLAGE  BY CA VIERZON,"https://www.google.com/search?q=B3+VILLAGE++BY+CA+VIERZON+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=B3 VILLAGE  BY CA VIERZON,LinkedIn,79,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,82.99Z,1,2023-01-01
948248307,AUDIT ET DIAG,FR,SI (Engineering),3,3,,https://www.linkedin.com/search/results/companies/?keywords=AUDIT ET DIAG,"https://www.google.com/search?q=AUDIT+ET+DIAG+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AUDIT ET DIAG,LinkedIn,72,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,2,2023-01-19
948249073,ATELIER SENEMIA,FR,Unknown,"1,2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=ATELIER SENEMIA,"https://www.google.com/search?q=ATELIER+SENEMIA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ATELIER SENEMIA,LinkedIn,100,DJI Dock 3 integration completed for autonomous drone missions.,Yes,14.13Z,1,2023-01-14
948262126,HYPRLABS,FR,SI (Engineering),3,3,,https://www.linkedin.com/search/results/companies/?keywords=HYPRLABS,"https://www.google.com/search?q=HYPRLABS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=HYPRLABS,LinkedIn,87,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,2,2023-01-18
948263645,MAEQUEN CONSEILS,FR,Unknown,3,4,,https://www.linkedin.com/search/results/companies/?keywords=MAEQUEN CONSEILS,"https://www.google.com/search?q=MAEQUEN+CONSEILS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MAEQUEN CONSEILS,LinkedIn,60,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,58.29C,1,2023-01-13
948267166,CETHYA,FR,SI (Engineering),1,2,,https://www.linkedin.com/search/results/companies/?keywords=CETHYA,"https://www.google.com/search?q=CETHYA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CETHYA,LinkedIn,74,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-02-01
948267745,OFEN ENGINEERING,FR,SI (Engineering),2,1,,https://www.linkedin.com/search/results/companies/?keywords=OFEN ENGINEERING,"https://www.google.com/search?q=OFEN+ENGINEERING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=OFEN ENGINEERING,LinkedIn,80,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,2,2023-01-07
948277058,BLUE SMOKE,FR,Unknown,3,2,,https://www.linkedin.com/search/results/companies/?keywords=BLUE SMOKE,"https://www.google.com/search?q=BLUE+SMOKE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=BLUE SMOKE,LinkedIn,77,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,59.11B,1,2023-01-19
948287057,UPCOFREE PORTAGE,FR,Service Provider,"1,2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=UPCOFREE PORTAGE,"https://www.google.com/search?q=UPCOFREE+PORTAGE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=UPCOFREE PORTAGE,LinkedIn,83,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,82.99Z,3,2023-01-01
948309497,PDMG,FR,Service Provider,2,3,,https://www.linkedin.com/search/results/companies/?keywords=PDMG,"https://www.google.com/search?q=PDMG+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=PDMG,LinkedIn,75,PDMG specializes in DJI Dock deployments across France.,Yes,82.99Z,1,2023-01-17
948318712,CERTIS SOFTWARE,FR,Unknown,3,4,,https://www.linkedin.com/search/results/companies/?keywords=CERTIS SOFTWARE,"https://www.google.com/search?q=CERTIS+SOFTWARE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CERTIS SOFTWARE,LinkedIn,79,CERTIS SOFTWARE specializes in DJI Dock deployments across France.,Yes,58.29C,1,2023-01-01
948329016,SAJ CONSULTING,FR,Service Provider,3,2,,https://www.linkedin.com/search/results/companies/?keywords=SAJ CONSULTING,"https://www.google.com/search?q=SAJ+CONSULTING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SAJ CONSULTING,LinkedIn,85,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,82.99Z,1,2023-01-16
948356480,CHRISTOPHE CHUDY STUDIO,FR,Unknown,3,4,,https://www.linkedin.com/search/results/companies/?keywords=CHRISTOPHE CHUDY STUDIO,"https://www.google.com/search?q=CHRISTOPHE+CHUDY+STUDIO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CHRISTOPHE CHUDY STUDIO,LinkedIn,93,CHRISTOPHE CHUDY STUDIO operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,59.11B,1,2023-01-18
948358544,PETRA IKHOR,FR,Unknown,"1,2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=PETRA IKHOR,"https://www.google.com/search?q=PETRA+IKHOR+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=PETRA IKHOR,LinkedIn,77,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.11Z,1,2023-01-16
948395447,HYDROTECHNIA,FR,SI (Engineering),1,3,,https://www.linkedin.com/search/results/companies/?keywords=HYDROTECHNIA,"https://www.google.com/search?q=HYDROTECHNIA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=HYDROTECHNIA,LinkedIn,74,HYDROTECHNIA - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-02-01
948399167,ENNEMANE DEVELOPPEMENT,FR,SI (Engineering),1,4,,https://www.linkedin.com/search/results/companies/?keywords=ENNEMANE DEVELOPPEMENT,"https://www.google.com/search?q=ENNEMANE+DEVELOPPEMENT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ENNEMANE DEVELOPPEMENT,LinkedIn,74,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-01-19
948406418,REZO PARCOURS LANGUES,FR,Training,"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=REZO PARCOURS LANGUES,"https://www.google.com/search?q=REZO+PARCOURS+LANGUES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=REZO PARCOURS LANGUES,LinkedIn,87,REZO PARCOURS LANGUES - Drone service provider using DJI Dock technology.,Yes,85.59A,1,2023-01-02
948420963,APRILYOS,FR,Unknown,3,3,,https://www.linkedin.com/search/results/companies/?keywords=APRILYOS,"https://www.google.com/search?q=APRILYOS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=APRILYOS,LinkedIn,72,APRILYOS specializes in DJI Dock deployments across France.,Yes,58.29C,1,2023-01-23
948421680,ARPAGE,FR,SI (Engineering),"1,2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=ARPAGE,"https://www.google.com/search?q=ARPAGE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ARPAGE,LinkedIn,74,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-01-25
948434402,ATELIER REALISATION RENOVATION,FR,SI (Engineering),2,3,,https://www.linkedin.com/search/results/companies/?keywords=ATELIER REALISATION RENOVATION,"https://www.google.com/search?q=ATELIER+REALISATION+RENOVATION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ATELIER REALISATION RENOVATION,LinkedIn,87,ATELIER REALISATION RENOVATION - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-02-01
948438783,SI'FER EXPERT,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=SI'FER EXPERT,"https://www.google.com/search?q=SI'FER+EXPERT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SI'FER EXPERT,LinkedIn,78,SI'FER EXPERT operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-01-26
948447032,AUTOMATIKA ROBOTICS,FR,SI (Engineering),3,3,,https://www.linkedin.com/search/results/companies/?keywords=AUTOMATIKA ROBOTICS,"https://www.google.com/search?q=AUTOMATIKA+ROBOTICS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AUTOMATIKA ROBOTICS,LinkedIn,74,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-01-26
948447321,MPS LAKE GENEVA,FR,Service Provider,"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=MPS LAKE GENEVA,"https://www.google.com/search?q=MPS+LAKE+GENEVA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MPS LAKE GENEVA,LinkedIn,98,DJI Dock platform provides reliable autonomous operations.,Yes,82.99Z,1,2023-01-24
948449665,LES PRODUCTIONS DU SALON,FR,Unknown,1,2,,https://www.linkedin.com/search/results/companies/?keywords=LES PRODUCTIONS DU SALON,"https://www.google.com/search?q=LES+PRODUCTIONS+DU+SALON+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=LES PRODUCTIONS DU SALON,LinkedIn,60,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,59.11B,1,2023-01-25
948449921,MAASC,FR,Training,1,4,,https://www.linkedin.com/search/results/companies/?keywords=MAASC,"https://www.google.com/search?q=MAASC+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MAASC,LinkedIn,67,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,85.59A,1,2023-01-16
948463971,DRONEX16,FR,SI (Engineering),"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=DRONEX16,"https://www.google.com/search?q=DRONEX16+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=DRONEX16,LinkedIn,98,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,1,2023-01-20
948465604,START FORMA,FR,Training,3,4,,https://www.linkedin.com/search/results/companies/?keywords=START FORMA,"https://www.google.com/search?q=START+FORMA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=START FORMA,LinkedIn,79,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,85.59A,1,2023-01-26
948472733,DG SERVICES,FR,SI (Engineering),"1,2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=DG SERVICES,"https://www.google.com/search?q=DG+SERVICES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=DG SERVICES,LinkedIn,71,DG SERVICES - Drone service provider using DJI Dock technology.,Yes,71.12B,2,2023-01-19
948502166,E2S FORMATION PETITE ENFANCE,FR,Training,3,1,,https://www.linkedin.com/search/results/companies/?keywords=E2S FORMATION PETITE ENFANCE,"https://www.google.com/search?q=E2S+FORMATION+PETITE+ENFANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=E2S FORMATION PETITE ENFANCE,LinkedIn,90,E2S FORMATION PETITE ENFANCE operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,85.59A,2,2023-01-26
