Company Name,Location
PLANETARY GEOPHYSICS PTY LTD,"EAGLE FARM, Queensland"
PLANETORQUE AUSTRALIA PTY LTD,"GREENFIELDS, WA"
PLANRIGHT AUSTRALASIA PTY. LTD.,"TATURA, Vic"
PLATEWAY PTY. LIMITED,"CLYDE, NSW"
PLATINUM DRONES PTY LTD,"PALM BEACH, Qld"
Platinum Surveys Pty Ltd,"EXMOUTH, WA"
PLEXUS AI PTY LTD,"PARRAMATTA, New South Wales"
PLOTLOGIC PTY LTD,"RED HILL, Qld"
POLYBEE AUSTRALIA PTY LTD,"Bundoora, Vic"
PORT MACQUARIE HASTINGS COUNCIL,"PORT MACQUARIE, NSW"
PORT OF MELBOURNE OPERATIONS PTY LTD,"DOCKLANDS, Vic"
PORT WARATAH COAL SERVICES LTD,"Kooragang Island, NSW"
POTENTIA ENERGY HOLDCO PTY LTD,"BARANGAROO, New South Wales"
POWERALL PTY LTD,"Lambton, NSW"
POWERCOR AUSTRALIA LTD,"MELBOURNE, Vic"
PRAETORIAN AERONAUTICS PTY. LTD.,"HENDON, South Australia"
PRAGDRO PTY. LTD.,"BRINSMEAD, Queensland"
PRAIRIEDOG FILMS PTY. LIMITED,"MIDDLE COVE, NSW"
PRECISE POSITIONING SOLUTIONS PTY LTD,"EMERALD, Qld"
PRECISE SPATIAL SERVICES PTY. LTD.,"MASCOT, NSW"
PRECISE SURVEYS PTY LTD,"MERRIWA, WA"
PRECISION AERIAL SOLUTIONS PTY. LTD.,"DONCASTER, Victoria"
PRECISION AG SERVICES PTY LTD,"FOREST HILL, Qld"
PRECISION DRONE SOLUTIONS PTY LIMITED,"MUDGEE, New South Wales"
PRECISION DRONES PTY LTD,"ARMIDALE, New South Wales"
PRECISION FLIGHT PTY LTD,"EVANDALE, Tasmania"
PREMISE AUSTRALIA PTY LTD,"FORTITUDE VALLEY, Qld"
PRESTON & SONS CONSTRUCTION PTY LTD,"NORTH NOWRA, NSW"
PRETTY FLY DRONE CO PTY LTD,"UPPER COOMERA, Queensland"
PRICEMAN AND CO. PTY LTD,"NUNDAH, Qld"
PRIME PERSPECTIVES PTY LTD,"TREVALLYN, Tas"
PRIMEVEST PROFESSIONAL EDUCATION PTY LTD,"GOLD COAST, Qld"
PRIVATE ENERGY PARTNERS PTY LTD,"BRISBANE CITY, Queensland"
PROAGCO PTY LTD,"ASCOT, Qld"
PROFESSIONAL DRONE IMAGERY PTY LTD,"CORRIMAL, New South Wales"
PROGRAMMED FACILITY MANAGEMENT PTY. LTD.,"DOCKLANDS, Vic"
PROGRAMMED PROPERTY SERVICES PTY LTD,"AUBURN, NSW"
PROJECT CONTROLS AND PLANNING PTY LTD,"North Beach, WA"
PROPELLER AEROBOTICS PTY LTD,"SURRY HILLS, New South Wales"
PROPERTY AND STRATA GROUP PTY LTD,"DEVONPORT, Tasmania"
PROTERRA PARTNERS PTY LTD,"SUBIACO, WA"
PSAH DRONE SERVICES PTY LTD,"CLONTARF, Queensland"
PSM CONSULT PTY LIMITED,"BRISBANE CITY, Qld"
PTG CONSULTING PTY LTD,"ORMEAU, Queensland"
PUBLIC SAFETY TRAINING & RESPONSE GROUP PTY LTD,"OXLEY, Queensland"
PUBLIC TRANSPORT AUTHORITY OF WESTERN AUSTRALIA,"PERTH, WA"
PULSAR SUPERNOVA PTY LTD,"CALWELL, Australian Capital Territory"
PURE GOLD FILMS PTY LTD,"MORNINGSIDE, Queensland"
PURESPORTS PTY LTD,"ELANORA, Qld"
PV LAB AUSTRALIA PTY LTD,"MITCHELL, ACT"
PW & RK WOODS PTY LTD,"GUNDAGAI, NSW"
Q-CTRL PTY LTD,"CHIPPENDALE, New South Wales"
Q.H. & M. BIRT PTY. LTD.,"TOOWONG, Qld"
QLD DRONE PHOTOGRAPHY PTY LTD,"HAZELDEAN, Queensland"
QUANDAMOOKA YOOLOOBURRABEE ABORIGINAL CORPORATION RNTBC,"DUNWICH, Queensland"
QUANTUM SURVEYS PTY LTD,"Geraldton, WA"
QUBE PRODUCTIONS PTY LTD,"NORTH CURL CURL, New South Wales"
QUEENSLAND AERIAL PTY. LTD.,"TANNUM SANDS, Qld"
QUEENSLAND ALUMINA LIMITED,"GLADSTONE, Qld"
Queensland Fire Department,"KEDRON, Qld"
QUEENSLAND FOREST INDUSTRIES PTY LTD,"TINANA, Qld"
QUEENSLAND HYDRO PTY LTD,"BRISBANE CITY, Queensland"
QUEENSLAND POLICE SERVICE,"ARCHERFIELD, Qld"
QUEENSLAND SCHOOL PHOTOGRAPHY PTY LTD,"ACACIA RIDGE, Qld"
Queensland State Emergency Service,"NUNDAH, Qld"
QUEENSLAND UNIVERSITY OF TECHNOLOGY,"KELVIN GROVE, Qld"
QUICKSTEP TECHNOLOGIES PTY LTD,"BANKSTOWN AERODROME, NSW"
R. L. BURNETT & ASSOCIATES PTY. LTD.,"RIVERSIDE, Tas"
RADIAL SYSTEMS PTY LTD,"FORTITUDE VALLEY, Queensland"
"Rainmaker Technology, Inc.","El Segundo, CALIFORNIA"
RAMPE REALISTIC IMAGING PTY LTD,"Ourimbah, New South Wales"
RASCO UAV (AUST) PTY LTD,"CROYDON NORTH, Vic"
RASTEC PTY LTD,"BRAY PARK, Queensland"
RATSSTECH PTY LTD,"MILFORD, Queensland"
RAVEN AIR PTY LTD,"MOUNT DUNEED, Victoria"
RAYMOND KENNETH TOMS,"COOPERS GULLY, NSW"
Raymond Thomas JONES,"PAGEWOOD, NSW"
Rayner Christopher COOK,"SEAHOLME, Victoria"
RAZOR SHARP TV PTY LTD,"LEICHHARDT, NSW"
REALITY CAPTURE SOLUTIONS PTY LTD,"CUNNAMULLA, Queensland"
REALSERVE PTY LIMITED,"BELLA VISTA, New South Wales"
Rebecca Ann HASSETT,"SHERWOOD, Qld"
Rebekah KURPIEL,"MELBOURNE, Victoria"
RECONECO PTY LTD,"LISMORE, NSW"
RED EARTH ENGINEERING PTY LTD,"SPRING HILL, Queensland"
REEF CATCHMENTS (MACKAY WHITSUNDAY ISAAC) LIMITED,"MACKAY, Qld"
REEL IMAGE PRODUCTIONS PTY LTD,"GRACEVILLE, Qld"
REGIS RESOURCES LIMITED,"SUBIACO, WA"
REIGNSCOTT DRONE IMAGERY PTY LTD,"NEWBOROUGH, Vic"
Reinhold Jurgen KRAMER,"MOREE, NSW"
RELIABLE SOFTWARE SOLUTIONS PTY LTD,"Wakerley, Qld"
REMOTE HELI SURVEYS PTY LTD,"MOONBAH, NSW"
REMSENSE PTY LTD,"PERTH, Western Australia"
REMX AUSTRALIA PTY LTD,"ASCOT, WA"
Remy Lawrence DEHAAN,"LAKE ALBERT, NSW"
Rene SCHROEDER,"SHEIDOW PARK, SA"
RENOVO SOLUTIONS PTY LTD,"MILTON, Qld"
Reon Steven FEUTRILL,"EXMOUTH, WA"
RESPONSE TECHNOLOGY AUSTRALIA PTY LTD,"THRUMSTER, New South Wales"
Reuben Alexander Worseldine,"MOSSIFACE, Vic"
Reuben Michael NUTT,"AUGUSTINE HEIGHTS, Queensland"
Reuben Quentin STREET,"COBURG, Vic"
REVARO PTY LTD,"PAKENHAM, Victoria"
REVOLUTION AEROSPACE PTY LTD,"REDCLIFFE, Queensland"
RHT CONTRACTING PTY LTD,"MALAGA, WA"
Rian Rex TAYLOR,"WEST MOONAH, Tas"
Ricardo Casimiro FALKOWSKI,"Pemulwuy, NSW"
RICH PICTURES PTY LTD,"COLLAROY PLATEAU, NSW"
Richard Emile GERBER,"MOSMAN, New South Wales"
Richard Hamilton KICKBUSH,"BRUNSWICK WEST, Vic"
Richard John WILLIAMS,"DUBBO, NSW"
Richard Peter MORRISSEY,"ELERMORE VALE, NSW"
Rick Lee CARLSON,"SUNSHINE BAY, New South Wales"
Ricky William FRATER,"HIGHLAND PARK, Qld"
RIDER LEVETT BUCKNALL WA PTY LTD,"PERTH, WA"
RIEGL AUSTRALIA PTY LTD,"VARSITY LAKES, Queensland"
RIGORE PTY LTD,"Wagga Wagga, New South Wales"
RIJK ZWAAN AUSTRALIA PTY. LTD.,"MUSK, Vic"
RIO TINTO ALUMINIUM (BELL BAY) LIMITED,"BELL BAY, Tas"
RIO TINTO EXPLORATION PTY LIMITED,"BELMONT, WA"
RIPPER CORPORATION PTY LTD,"BROOKVALE, New South Wales"
RISE PROJECT CONSULTING PTY LTD,"RAPID CREEK, NT"
RIX-RYAN PHOTOGRAPHY (AUST) PTY LTD,"HELENSVALE, Qld"
RIX-RYAN PHOTOGRAPHY (QLD) PTY LTD,"SOUTHPORT, Qld"
RLW (QLD) PTY LTD,"CAMBOOYA, Qld"
RM SURVEYS PTY LTD,"WILLETTON, WA"
RND PTY LTD,"Dungarubba, NSW"
ROAD AND CIVIL SURVEYS PTY LTD,"GREGORY HILLS, New South Wales"
ROAM - HUMAN POTENTIAL UNLEASHED PTY LTD,"WEST LAKES, South Australia"
ROBE HOLDINGS PTY LTD,"DALYELLUP, WA"
ROBERT BUCKELL FILM & TELEVISION SERVICES PTY LTD,"BEAUMARIS, Vic"
Robert Christopher MORTON,"NORTH BALGOWLAH, NSW"
Robert Francis Lee MULALLY,"BEACON HILL, NSW"
Robert James CURTIS,"KUNDABUNG, NSW"
Robert Jonathan MODZELEWSKI,"SEAFORD, Vic"
Robert Michael CLEARY,"TOORMINA, NSW"
Roberto MURE,"KOO WEE RUP, Vic"
Roberto Rene Hernandez Cidel,"SARATOGA, New South Wales"
ROBINSON ENGINEERING SURVEYS PTY LTD,"GLADSTONE, Qld"
ROBSON CIVIL PROJECTS PTY LIMITED,"SOMERSBY, NSW"
RocketDNA (AU) Pty Ltd,"OSBORNE PARK, WA"
Rodney George BASTIAN,"RUSSELL VALE, NSW"
Rodney Mark PRIDHAM,"New Port, SA"
ROGUE ELEPHANT PRODUCTIONS PTY LIMITED,"BUNDANOON, New South Wales"
ROISIN,"CAMPBELL, ACT"
Rory MURNEY,"Young, NSW"
ROSE PRODUCTIONS PTY. LTD.,"SURREY HILLS, Vic"
Ross Henry John PAIN,"YARRAMBAT, Vic"
ROTAVISION SOLUTIONS PTY LTD,"ASCOT VALE, Vic"
ROTEX AUSTRALIA PTY LTD,"JERILDERIE, New South Wales"
ROTOR SOLUTIONS AUSTRALIA PTY LTD,"THURGOONA, NSW"
ROTOR WORKS AEROSPACE PTY. LTD.,"BROOKVALE, New South Wales"
ROTORBIZ PTY LTD,"JOYNER, Qld"
ROTORBORNE PTY LTD,"CARRINGTON, New South Wales"
ROUXELIN PHOTOGRAPHY PTY LTD,"BERWICK, Vic"
ROY HILL HOLDINGS PTY LTD,"PERTH AIRPORT, WA"
ROYAL ZOOLOGICAL SOCIETY OF SOUTH AUSTRALIA INCORPORATED,"ADELAIDE, South Australia"
RPA AUS PTY LTD,"SANCROX, NSW"
RPAS ADELAIDE PTY. LTD.,"ADELAIDE, South Australia"
RPAS AUSTRALIA PTY LTD,"SMITHS LAKE, NSW"
RPASEQUIP PTY LTD,"POINT COOK, Vic"
RPS AAP Consulting Pty Ltd,"FORTITUDE VALLEY, Qld"
RSGX ENGINEERING PTY LTD,"RYDALMERE, New South Wales"
RTA GOVE PTY LIMITED,"BRISBANE CITY, Qld"
RTA WEIPA PTY LTD,"WEIPA, Qld"
RUBIO ENTERPRISES PTY LTD,"WELLINGTON POINT, Qld"
RUGBY FARMING GROUP PTY LTD,"GATTON, Queensland"
Russell Michael CALVERT,"Drysdale, Victoria"
Ruth Claire GOLD,"GORDON, New South Wales"
RUTHERGLEN LANDCARE GROUP INC.,"BRIMIN, Vic"
Ryan Francis TWOHILL,"ROBINA, Qld"
Ryan Hon CORONEL,"EMU PLAINS, NSW"
Ryan James BROWN,"TUMUT, NSW"
Ryan WHITE,"WAUBRA, Vic"
"SAAD, JOSEPH","SOUTH MORANG, Vic"
SACYR WATER AUSTRALIA PTY LTD,"BINNINGUP, WA"
SAG EVENTS PTY LIMITED,"BUDERIM, Qld"
SAILMEDIA PTY LTD,"KILLARNEY HEIGHTS, New South Wales"
SAKO BUSINESS SOLUTIONS PTY LTD,"LAVINGTON, NSW"
Sam WHITAKER,"MUNDUBBERA, Qld"
Samuel John CHARLTON,"FORTITUDE VALLEY, Qld"
Samuel John CHIVERS,"CARINGBAH SOUTH, NSW"
Samuel Paul MCCASKILL,"MINERS REST, Vic"
Samuel Thomas PRIOR,"MOUNT ELIZA, Vic"
SANDANT SERVICES PTY LTD,"GOSFORD, New South Wales"
SANDPIPER ECOLOGICAL SURVEYS PTY. LIMITED,"BACKMEDE, New South Wales"
"SANGSINLERT, RONGRIT","WARRANWOOD, Vic"
Sara Vita Garcia,"RUSHCUTTERS BAY, NSW"
Sara Webber,"THORNBURY, Vic"
SARAH LOUISE PHOTOGRAPHY PTY LTD,"BELGRAVE SOUTH, Vic"
Sarina Ann JACKSON,"SYDNEY, NSW"
SAUNDERS HAVILL GROUP PTY LTD,"BOWEN HILLS, Qld"
SAVAGE AG DRONE SERVICES PTY LTD,"Manchester Square, NSW"
Saxon Edward MARTIN,"WAMBERAL, NSW"
SBL SOLUTIONS SERVICES PTY LTD,"CRONULLA, NSW"
SCI-EYE PTY LTD,"LINDENDALE, NSW"
SCIENTIFIC RESEARCH DEVELOPMENT INSTITUTE OF TECHNOLOGY AUSTRALIA PTY LTD,"MEADOWBROOK, Queensland"
SCOPE SURVEY MANAGEMENT PTY LTD,"ILUKA, WA"
SCOPE SURVEYING PTY LIMITED,"MAITLAND, NSW"
SCOPIQS PTY LTD,"TARINGA, Qld"
Scott Andrew FISHER,"Goonelabah, NSW"
Scott Anthony LAST,"BOTANY, New South Wales"
Scott BAUER,"MARGARET RIVER, WA"
Scott Emannel PORTELLI,"MOSMAN, NSW"
Scott Norman GEORGE,"RANKIN PARK, NSW"
Scott WENSLEY,"NEWCASTLE, New South Wales"
SCOUT AERIAL MEDIA AND SURVEYING PTY LTD,"EAGLE FARM, Queensland"
SCSURVEYS PTY LTD,"NAMBOUR, Queensland"
SE DRONE SPRAYING PTY LTD,"YAHL, SA"
Sean Evans MULCAHY,"NEWPORT, NSW"
Sean PETTINGER,"CROYDON, NSW"
SEARCH AND RESCUE SERVICES PTY LTD,"GOONELLABAH, NSW"
SEARCH DOGS SYDNEY INCORPORATED,"WEST HOXTON, NSW"
SECURITY OF SUPPLY GROUP PTY LTD,"ASPENDALE GARDENS, Victoria"
SEDGMAN PTY LIMITED,"SOUTH BRISBANE, Qld"
SEE & HEAR PRODUCTIONS PTY. LTD.,"Wongawallan, Qld"
SEE CIVIL PTY LTD,"HELENSVALE, Qld"
SEIS CONSULT PTY LTD,"PINE MOUNTAIN, Qld"
SEISMIC ASIA PACIFIC PTY LTD,"SALISBURY, Qld"
SEMPER CRUX PTY. LTD.,"ARMSTRONG CREEK, Victoria"
SENSEN NETWORKS OPERATIONS PTY LTD,"ABBOTSFORD, Vic"
SENSOREM PTY LTD,"SUBIACO, Western Australia"
SEQ AG DRONE SERVICES PTY LTD,"ROSEVALE, Queensland"
SERVE CHILLED PTY LTD,"TENERIFFE, Qld"
SETCH DESIGN PTY. LIMITED,"GARBUTT, Queensland"
Seth Kenneth LEBRESE,"TARRAGINDI, Qld"
SEVEN NETWORK (OPERATIONS) LIMITED,"OSBORNE PARK, WA"
SEYMOUR WHYTE CONSTRUCTIONS PTY LTD,"EIGHT MILE PLAINS, Qld"
SGME PTY LTD,"WINDSOR, Queensland"
SHADFORTH'S CIVIL PTY LTD,"FOREST GLEN, Qld"
SHADOWLIGHT CO PTY LTD,"HIGHGATE HILL, Queensland"
Shane Dean MOYLAN,"NEW ITALY, NSW"
Shane Michael DERRICK,"PIARA WATERS, WA"
Shane Peter EDWARDS,"NORTH GOSFORD, NSW"
Shane Thomas CHALKER,"TUNCURRY, NSW"
Shannon Kaine SHUMSKI,"SALE, Vic"
SHARPIMAGETV PTY. LTD.,"RANDWICK, NSW"
Shaun Andrew MCNAMARA,"BUDERIM, Qld"
Shaun Michael KELLY,"TARRAGINDI, Qld"
Shaun Robert Anthony BARRETT,"LANDSDALE, Western Australia"
SHAW PRODUCTIONS PTY LTD,"BEXLEY, New South Wales"
Shayne Lyol CANTLY,"EAST TOOWOOMBA, Qld"
Shengwen Cheng,"EPPING, New South Wales"
Sheridan Louella STEVENS,"MACKENZIE, Qld"
SHEROZ EARTHWORKS PTY. LTD.,"BRENDALE, Qld"
SHIFT GEOPHYSICS PTY. LTD.,"WEST PERTH, Western Australia"
SHIRE OF ESPERANCE,"ESPERANCE, WA"
SHOWBASE PRODUCTIONS PTY LTD,"SEAFORTH, NSW"
SHV ENTERPRISES PTY LTD,"UPPER BURRINGBAR, New South Wales"
Sidney Angus PRITCHARD,"STIRLING, WA"
SIERRA SKY PTY LTD,"BURNETT HEADS, Queensland"
SILENTIUM DEFENCE TRADING PTY LTD,"Gepps Cross, SA"
SILVA SKY DRONES PTY LTD,"MORANBAH, Queensland"
SILVER LAKE (DEFLECTOR) PTY LTD,"YALGOO, WA"
SILVERSTONE ENERGY PTY LTD,"SUBIACO, WA"
Simon Charles STEVENS,"MINDARIE, WA"
simon david henry Simson,"HUNTINGDALE, WA"
SIMON FREEMAN PHOTOGRAPHY PTY. LIMITED,"ENCOUNTER BAY, South Australia"
Simon Guillaume DUCROCQ,"Tumbarumba, NSW"
SIMORGH PTY LTD,"WYOMING, NSW"
SIMPLE DRONE CO PTY LTD,"HEIDELBERG WEST, Vic"
SINGLE AGRICULTURE TRADING PTY LTD,"GUNNEDAH, New South Wales"
SIRIUS RADIUS PTY LTD,"BEECROFT, NSW"
SITE POSITION SURVEY MAP PTY LTD,"HIGHLAND PARK, Qld"
SKIES UNLIMITED LTD,"SURF BEACH, Vic"
SKY DRONE PTY. LTD.,"BERWICK, Victoria"
SKY HIGH ANALYTICS PTY LTD,"CASTLE HILL, NSW"
SKY LAND MANAGEMENT PTY LTD,"Bolwarra Heights, NSW"
SKY MONKEY PTY LTD,"RYDALMERE, New South Wales"
SKY PERTH PTY LTD,"HAMMOND PARK, WA"
SKY PIXELS PTY LTD,"HALLS HEAD, WA"
SKY SITE AVIATION PTY LTD,"TURNTABLE CREEK, NSW"
SKY TRACTOR PTY LTD,"KOUMALA, Queensland"
SKY5 PTY LTD,"ROSEBERY, New South Wales"
SKYBORNE TECHNOLOGIES PTY. LTD.,"Murarrie, Queensland"
SKYCRAFT AUSTRALIA PTY LTD,"MONTMORENCY, Vic"
SKYCROPPERS PTY LTD,"GRIFFITH, NSW"
SKYDIO INC,"San Mateo, CALIFORNIA"
SKYHIGH DRONE SOLUTIONS PTY LTD,"CONDELL PARK, New South Wales"
SKYHORIZON PTY LTD,"FOREST HILL, Victoria"
SKYKELPIE PTY LTD,"CLONCURRY, Qld"
SKYLARK CINEMATICS PTY LTD,"GORDON, ACT"
SKYLINK SYSTEMS PTY LTD,"MOUNT PLEASANT, WA"
SKYLORDS AERIAL CINEMATOGRAPHY PTY LTD,"ASHGROVE, Qld"
SKYMAGIC LIVE PTE. LTD,"Singapore, singapore"
SKYMAX PTY LTD,"BERRIMAH, NT"
SKYNET AERIAL IMAGING PTY. LTD.,"BAULKHAM HILLS, New South Wales"
SKYSIGHT PTY LTD,"ROWVILLE, Victoria"
"SKYSPECS, INC.","ANN ARBOR, MICHIGAN"
SLR CONSULTING AUSTRALIA PTY LTD,"BRISBANE CITY, Queensland"
SMASH PHOTOGRAPHY PTY LTD,"CARRAMAR, Western Australia"
SMEC AUSTRALIA PTY. LIMITED,"NORTH SYDNEY, NSW"
SMT ECOLOGY PTY LTD,"REPTON, New South Wales"
SNK GROUP PTY LIMITED,"ERARING, NSW"
SNOWY HYDRO LIMITED,"COOMA, NSW"
SNOWY MONARO REGIONAL COUNCIL,"COOMA, NSW"
SOLARIG AUSTRALIA PTY LTD,"NORTH SYDNEY, New South Wales"
Sonaton Consulting Proprietary Limited,"WHEELERS HILL, Vic"
Sotirios TAMVAKIS,"ROWVILLE, Vic"
SOUTH AUSTRALIA POLICE,"NETLEY, SA"
SOUTH AUSTRALIAN METROPOLITAN FIRE SERVICE,"ADELAIDE, SA"
SOUTH AUSTRALIAN STATE EMERGENCY SERVICE,"KESWICK, SA"
SOUTH AUSTRALIAN WATER CORPORATION,"ADELAIDE, SA"
SOUTH BURNETT REGIONAL COUNCIL,"KINGAROY, Qld"
SOUTH EAST AERIAL INDUSTRIES PTY LTD,"CURRUMBIN, Qld"
South East Water Corporation,"FRANKSTON, Vic"
SOUTH WEST ENVIRONMENTAL PTY LTD,"BARONGAROOK, Victoria"
SOUTH32 WORSLEY ALUMINA PTY LTD,"BODDINGTON, WA"
SOUTHERN CROSS DRONES PTY LTD,"NORTH SYDNEY, New South Wales"
SOUTHERN CROSS UNIVERSITY,"COFFS HARBOUR, NSW"
SOUTHERN DOWNS REGIONAL COUNCIL,"WARWICK, Qld"
SOUTHERN DRONES PTY LTD,"MORPHETTVILLE, SA"
SOUTHERNLAUNCH.SPACE PTY LTD,"HINDMARSH, SA"
SOUTHPORT GOLF CLUB,"SOUTHPORT, Qld"
SP8 PTY LTD,"MOUNT COLAH, NSW"
SPARK INFRASTRUCTURE SA (NO1) PTY LIMITED,"KESWICK, SA"
SPATIAL & COMPLIANCE PTY LTD,"CAIRNS, Qld"
SPATIAL AWARENESS MAPPING PTY LTD,"West Albury, NSW"
SPATIAL ENTERPRISES PTY LTD,"HOBART, Tas"
SPATIAL TECHNOLOGIES PTY LTD,"BENTLEIGH, Victoria"
SPECIALISED ENVIRONMENTAL SERVICES GROUP PTY LTD,"CRONULLA, NSW"
SPECTRUM ECOLOGY PTY LTD,"LEEDERVILLE, Western Australia"
SPECTRUM MINING CONSULTANTS PTY LTD,"CHERRY GARDENS, South Australia"
SPECTRUM SURVEYS PTY LTD,"KALGOORLIE, Western Australia"
SPENCER SURVEYS PTY LTD,"BULIMBA, Qld"
SPHERE DRONES (SYDNEY) PTY LTD,"SEVEN HILLS, New South Wales"
SPHERE GROUPPE PTY LTD,"MANOR LAKES, Victoria"
SPIIRE AUSTRALIA PTY LTD,"MELBOURNE, Vic"
SPM ASSETS PTY LIMITED,"SYDNEY, NSW"
SPOT IT DRONES PTY LTD,"ORION, Queensland"
SPOT ON DRONES PTY LTD,"Flowerdale, Vic"
SQUADRONE PTY LTD,"SOUTH LAKE, WA"
SRG GLOBAL ASSET CARE PTY LTD,"WEST MELBOURNE, Vic"
SRG GLOBAL INFRASTRUCTURE PTY LTD,"NAVAL BASE, WA"
ST SPATIAL PTY LTD,"BALCATTA, WA"
STANMORE RESOURCES LIMITED,"DIDDILLIBAH, Queensland"
STANTEC AUSTRALIA PTY LTD,"SOUTH BRISBANE, Qld"
STANWELL CORPORATION LIMITED,"BRISBANE, Qld"
Star Gripping Services Pty Ltd,"WERRINGTON COUNTY, NSW"
"STATE OF NEW SOUTH WALES REPRESENTED BY DEPARTMENT OF CLIMATE CHANGE, ENERGY, THE ENVIRONMENT AND WATER","BANKSTOWN AERODROME, New South Wales"
STATE OF NEW SOUTH WALES REPRESENTED BY DEPARTMENT OF COMMUNITIES AND JUSTICE,"SYDNEY, NSW"
STATE OF NEW SOUTH WALES REPRESENTED BY DEPARTMENT OF PLANNING HOUSING AND INFRASTRUCTURE,"TEMORA, NSW"
STATE OF NEW SOUTH WALES REPRESENTED BY DEPARTMENT OF PRIMARY INDUSTRIES AND REGIONAL DEVELOPMENT,"PORT MACQUARIE, NSW"
STATE OF NEW SOUTH WALES REPRESENTED BY ESSENTIAL ENERGY,"PORT MACQUARIE, NSW"
STATE OF NEW SOUTH WALES REPRESENTED BY NSW POLICE FORCE,"BANKSTOWN AIRPORT, NSW"
"STATE OF QUEENSLAND REPRESENTED BY DEPARTMENT OF ENVIRONMENT, TOURISM, SCIENCE AND INNOVATION","ROBINA, Qld"
STATE OF QUEENSLAND REPRESENTED BY DEPARTMENT OF PRIMARY INDUSTRIES,"TOOWOOMBA, Qld"
STATE OF QUEENSLAND REPRESENTED BY DEPARTMENT OF TRANSPORT AND MAIN ROADS,"BRISBANE, Qld"
STATE OF SOUTH AUSTRALIA REPRESENTED BY DEPARTMENT FOR INFRASTRUCTURE AND TRANSPORT,"ADELAIDE, South Australia"
STATE OF SOUTH AUSTRALIA REPRESENTED BY DEPARTMENT OF PRIMARY INDUSTRIES AND REGIONS,"ADELAIDE, SA"
"STATE OF TASMANIA REPRESENTED BY DEPARTMENT OF POLICE, FIRE AND EMERGENCY MANAGEMENT","BURNIE, Tas"
STATE OF TASMANIA REPRESENTED BY DEPARTMENT OF STATE GROWTH,"ROSNY PARK, Tas"
"STATE OF VICTORIA REPRESENTED BY DEPARTMENT OF ENERGY, ENVIRONMENT AND CLIMATE ACTION","EAST MELBOURNE, Victoria"
STATE OF VICTORIA REPRESENTED BY THE DEPARTMENT OF JUSTICE AND COMMUNITY SAFETY,"ESSENDON FIELDS, Vic"
STATE OF WESTERN AUSTRALIA - REPRESENTED BY COMMISSIONER OF POLICE,"JANDAKOT, WA"
STATE OF WESTERN AUSTRALIA REPRESENTED BY THE DEPARTMENT OF FIRE AND EMERGENCY SERVICES,"COCKBURN CENTRAL, WA"
STATE OF WESTERN AUSTRALIA REPRESENTED BY DEPARTMENT OF PRIMARY INDUSTRIES AND REGIONAL DEVELOPMENT,"WA, Busselton"
STATE OF WESTERN AUSTRALIA REPRESENTED BY THE DEPARTMENT OF JUSTICE,"CANNING VALE, WA"
STATE SURVEYS PTY LTD,"MARLESTON, South Australia"
STATESMAN OUTDOOR PTY LTD,"BROADWOOD, WA"
Stavros ROUSSOS,"CARRARA, Qld"
Stefan ANDREWS,"MAITLAND, SA"
STEL CONTRACTING PTY LTD,"ALTON DOWNS, Qld"
Stephane Michel VERT-PRE,"FOOTSCRAY, Vic"
Stephen Bruce GLASSON,"DECEPTION BAY, Qld"
Stephen James WHITBY,"GORDONVALE, Qld"
Stephen John DWIGHT,"KILSYTH, Victoria"
Stephen John MARLEY,"WOODBINE, NSW"
Stephen Keith HANCOCK,"BAYONET HEAD, WA"
Stephen Klaus RINGHOF,"ORANGE, NSW"
Stephen MCPHERSON,"KARDINYA, WA"
Stephen Paul COOKE,"FARRER, ACT"
Stephen Wilfred REVELL,"SPENCER PARK, WA"
STEPPING STONE FILMS PTY LTD,"ABBOTSFORD, Victoria"
STEVE PULLEY PHOTOGRAPHY PTY LTD,"THURGOONA, NSW"
Steven Andrew LUCAS,"WHITEBRIDGE, New South Wales"
Steven ARANGO,"KENTHURST, NSW"
Steven Brent GORDON,"SARINA, Qld"
STEVEN DONALD TERRELL,"BANDY CREEK, WA"
Steven John PFEFFER,"Charlwood, Qld"
STEVTECH PTY LTD,"DUBBO, New South Wales"
Stewart Alfred William COOK,"WILLIAMSTOWN, SA"
STEWART SURVEYS PTY. LTD.,"GUNNEDAH, NSW"
STORM CELL TV PTY LTD,"BERRIMAH, Northern Territory"
STORM SPATIAL PTY LTD,"ARMSTRONG CREEK, Vic"
STORMLINK GROUP PTY LIMITED,"MUDGEE, NSW"
STORNOWAY MAINTENANCE PTY LTD,"NORTH HOBART, Tas"
STRATFORD COAL PTY LTD,"Craven Road, NSW"
STRATODYNAMICS AVIATION INC.,ONTARIO
STRATOSHIP OPERATIONS PTY LTD,"NUNDAH, Qld"
STRATUM CIVIL (AUS) PTY LTD,"YATALA, Qld"
STRAY CREATIVE PTY LTD,"SEACLIFF, South Australia"
STREAMOLOGY PTY LTD,"DOCKLANDS, Victoria"
STRINGAIR VISION PTY LTD,"PARK AVENUE, Qld"
STRUCTURAL INTEGRITY ENGINEERING PTY LTD,"KEDRON, Qld"
Stuart Alan JONES,"MERRIWA, NSW"
STUART JAMES PTY LTD,"MITCHELTON, Qld"
SUBLIME SURVEYS PTY LTD,"MOUNT KEMBLA, New South Wales"
