company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,evidence_url_3,source_type_3,evidence_url_4,source_type_4,confidence,notes_claude,notes_chatgpt,sources
EE Group,AU,System Integrator,Dock 1; Dock 2; Dock 3,Unknown,https://www.eegroup.com.au,,https://www.eegroup.com.au/enterprise-dji-dock,Company Website,https://www.eegroup.com.au/dji-dock-3,Company Website,,,,,High,,"Enterprise solutions provider with DJI Dock, Dock 2 and Dock 3 pages.",ChatGPT
Prisma Technologies,AU,System Integrator,Dock 3,Unknown,https://prismatech.com.au,,https://prismatech.com.au/dji-dock-3-solutions,Company Website,,,,,,,Medium,,Australian integrator promoting DJI Dock 3 solutions.,ChatGPT
Aerial Solutions,BE,System Integrator,Dock 2; Dock 3,Unknown,https://www.aerialsolutions.be,,https://www.aerialsolutions.be/product/dji-dock-2-2/,Company Website,https://www.aerialsolutions.be/product/dji-dock-3/,Company Website,,,,,High,,Belgian professional drone supplier with DJI Dock 2 and Dock 3 pages.,ChatGPT
Avisum BV,BE,System Integrator,Dock 2,Unknown,https://avisum.pssurvey-groep.be,,https://avisum.pssurvey-groep.be/diensten/dji_dock_2/,Company Website,,,,,,,Medium,,Belgian services firm with dedicated DJI Dock 2 solutions page.,ChatGPT
Geomat,BR,Reseller,Dock 1,Unknown,https://geomat.com.br,,https://geomat.com.br/novos/dji-dock/,Company Website,,,,,,,Medium,,Brazilian geospatial supplier with DJI Dock page.,ChatGPT
Agile Drone Services,CA,Reseller,Dock 2,Unknown,https://agiledrones.ca,,https://agiledrones.ca/product/dji-dock-2/,Company Website,,,,,,,Medium,,Canadian drone company listing DJI Dock 2.,ChatGPT
Drone City,CA,Authorized Dealer,Dock 2,Unknown,https://dronecity.ca,,https://dronecity.ca/pages/dji-dock-2,Company Website,https://dronecity.ca/,Company Website,,,,,High,,Canadian authorized reseller with DJI Dock 2 page and DJI enterprise storefront.,ChatGPT
CopterPro GmbH,DE,Authorized Dealer,Dock 1,Unknown,https://copterpro.de,,https://copterpro.de/shop/dji-dock/,Company Website,,,,,,,Medium,,German dealer with dedicated DJI Dock product page.,ChatGPT
Dronivo GmbH,DE,Reseller,Dock 2; Dock 3,Unknown,https://www.dronivo.de,,https://www.dronivo.de/DJI-Dock-2-Komplettloesung-inkl-Schulung-und-Genehmigung,Company Website,https://www.dronivo.de/Dock-3_1,Company Website,,,,,High,,Offers DJI Dock 2 and Dock 3 packages including training and approvals.,ChatGPT
Geo-Konzept GmbH,DE,Authorized Dealer,Dock 3,Unknown,https://geo-konzept.de,,https://geo-konzept.de/uebersicht-fernerkundung/fernerkundung_produktuebersicht_flugsystemeloesungen_dock-3/,Company Website,,,,,,,Medium,,Geospatial supplier listing DJI Dock 3 in remote sensing product overview.,ChatGPT
Globe Flight GmbH,DE,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.globe-flight.de,,https://www.globe-flight.de/DJI-Dock-2-DE,Company Website,https://www.globe-flight.de/DJI-Dock-3-DE,Company Website,,,,,High,,German DJI enterprise reseller listing both Dock 2 and Dock 3.,ChatGPT
MOST Robotics GmbH,DE,System Integrator,Dock 2,Unknown,https://mostrobotics.com,,https://mostrobotics.com/hangar/dji-dock-2,Company Website,,,,,,,Medium,,Autonomous operations integrator with dedicated DJI Dock 2 page.,ChatGPT
ProFlyCenter / Solectric GmbH,DE,System Integrator,Dock 1,Unknown,https://proflycenter.com,,https://proflycenter.com/en/morgen-findet-der-erste-vollautomatisierte-drohnenflug-in-deutschland-statt-dji-dock.htm,Industry Article,,,,,,,Medium,,Promoted one of the first fully automated DJI Dock flights in Germany.,ChatGPT
DJI Store Italia,IT,Authorized Dealer,Dock 1; Dock 2,Unknown,https://www.dji-store.it,,https://www.dji-store.it/prodotto/djdok2/,Company Website,https://www.dji-store.it/prodotto/dji-dock-m30t-dock-version/,Company Website,,,,,High,,Italian DJI store with dedicated pages for DJI Dock 2 and original Dock bundle.,ChatGPT
Dron-e,IT,Reseller,Dock 1,Unknown,https://dron-e.it,,https://dron-e.it/it/categoria-prodotto/drone-dock/dji-dock/,Company Website,,,,,,,Medium,,Italian seller with DJI Dock category page.,ChatGPT
Drone Store Italia,IT,Reseller,Dock 2,Unknown,https://www.drone-store.it,,https://www.drone-store.it/prodotto/dji-dock-2/,Company Website,,,,,,,Medium,,Italian reseller listing DJI Dock 2.,ChatGPT
Drone Station (Polaris Export),JP,Reseller,Dock 3,Unknown,https://www.drone-station.net,,https://www.drone-station.net/products/detail.php?product_id=24716,Company Website,,,,,,,Medium,,Japanese reseller listing DJI Dock 3.,ChatGPT
Drosatsu,JP,Reseller,Dock 3,Unknown,https://drosatsu.jp,,https://drosatsu.jp/blogs/information/drosatsu-buy,Company Website,,,,,,,Medium,,Japanese drone seller content explicitly mentioning DJI Dock 3 sales.,ChatGPT
Hovering Online,JP,Reseller,Dock 2,Unknown,https://www.hoveringonline.com,,https://www.hoveringonline.com/user_data/dock2,Company Website,,,,,,,Medium,,Japanese enterprise drone store with DJI Dock 2 feature page.,ChatGPT
RC Air Stage,JP,Reseller,Dock 3,Unknown,https://www.rc-airstage.com,,https://www.rc-airstage.com/product_info.php/products_id/23186,Company Website,,,,,,,Medium,,Japanese reseller listing DJI Dock 3.,ChatGPT
"Sekido Co., Ltd.",JP,Authorized Dealer,Dock 2; Dock 3,Unknown,https://sekido-rc.com,,https://sekido-rc.com/?gid=3003002&mode=grp,Company Website,https://sekido-rc.com/?gid=3063357&mode=grp,Company Website,,,,,High,,Japanese enterprise dealer with product group pages for DJI Dock 2 and Dock 3.,ChatGPT
DJI ARS Polska,PL,Authorized Dealer,Dock 3,Unknown,https://dji-ars.pl,,https://dji-ars.pl/product-pol-51057-Stacja-dokujaca-DJI-Dock-3.html,Company Website,,,,,,,Medium,,Polish DJI reseller listing DJI Dock 3.,ChatGPT
FlyStore,PL,Authorized Dealer,Dock 2; Dock 3,Unknown,https://flystore.pl,,https://flystore.pl/dji-enterprise-dock-2,Company Website,https://flystore.pl/stacje-dji-dock,Company Website,,,,,High,,Polish authorized DJI Enterprise reseller with Dock 2 and Dock 3 category pages.,ChatGPT
NaviGate,PL,Reseller,Dock 2,Unknown,https://navigate.pl,,https://navigate.pl/produkt/dji-dock-2/,Company Website,,,,,,,Medium,,Polish reseller listing DJI Dock 2.,ChatGPT
Soltech,PL,Reseller,Dock 2,Unknown,https://sklepsoltech.pl,,https://sklepsoltech.pl/pl/p/Stacja-dokujaca-DJI-Dock-2/2915,Company Website,,,,,,,Medium,,Polish reseller listing DJI Dock 2.,ChatGPT
Avetics Global,SG,Authorized Dealer,Dock 1; Dock 2,Unknown,https://www.avetics.com,,https://www.avetics.com/dji-dock,Company Website,https://www.avetics.com/dji-dock-2,Company Website,,,,,High,,Singapore DJI channel partner with dedicated DJI Dock and Dock 2 pages.,ChatGPT
Afri Air,ZA,Reseller,Dock 2; Dock 3,Unknown,https://aadrones.co.za,,https://aadrones.co.za/product/dji-dock-2/,Company Website,https://aadrones.co.za/product/dji-dock-3/,Company Website,,,,,High,,South African drone supplier with DJI Dock 2 and Dock 3 pages.,ChatGPT
GoThermal,ZA,Reseller,Dock 2,Unknown,https://www.gothermal.co.za,,https://www.gothermal.co.za/products/dji-dock-2-with-dji-matrice-3dt,Company Website,,,,,,,Medium,,South African thermal and drone supplier with DJI Dock 2 bundle listing.,ChatGPT
HDRT,ZA,Authorized Dealer,Dock 2,Unknown,https://www.hdrt.co.za,,https://www.hdrt.co.za/dji-dock-2,Company Website,https://www.hdrt.co.za/,Company Website,,,,,High,,South African authorized reseller with DJI Dock 2 page.,ChatGPT
inPC,ZA,Reseller,Dock 2,Unknown,https://www.inpc.co.za,,https://www.inpc.co.za/products/dji-dock-2-compact-autonomous-drone-docking-station,Company Website,,,,,,,Medium,,South African ecommerce listing DJI Dock 2 compact autonomous docking station.,ChatGPT
Bikman Tech,KR,Reseller,Dock 3,Unknown,https://bikmantech.com,,https://bikmantech.com/ko/blogs/blogs/dji-dock-3-top-10-questions-and-answers,Company Website,,,,,,,Medium,,Korean reseller/integrator publishing DJI Dock 3 product FAQ content.,ChatGPT
Daegu Urban Security Program,KR,Government End-User,Dock 2,Unknown,https://enterprise-insights.dji.com,,https://www.youtube.com/watch?v=8AfZ1n8qzW4,Social Media Post,,,,,,,Medium,,"DJI Enterprise video highlights DJI Dock 2 use for safer nights in Daegu, South Korea.",ChatGPT
DJI Spain / Drones-Store.es,ES,Distributor,Dock 1,Unknown,https://www.drones-store.es,,https://www.drones-store.es/,Company Website,,,,,,,Medium,,Spanish official distributor storefront with DJI Dock offering.,ChatGPT
DJI Store Iberia,ES,Authorized Dealer,Dock 1,Unknown,https://www.djistoreiberia.com,,https://www.djistoreiberia.com/,Company Website,,,,,,,Medium,,Spanish DJI retail site with DJI Dock enterprise product coverage.,ChatGPT
Drone Association Thailand,TH,Reseller,Dock 2,Unknown,https://droneth.or.th,,https://droneth.or.th/en/product/dji-dock-2/,Company Website,,,,,,,Medium,,Thailand drone marketplace / association listing DJI Dock 2.,ChatGPT
PHT Intertrade,TH,Reseller,Dock 2,Unknown,https://www.phtintertrade.co.th,,https://www.phtintertrade.co.th/,Company Website,,,,,,,Medium,,Thailand drone supplier homepage featuring DJI Dock 2.,ChatGPT
Ayfoto,TR,Reseller,Dock 1; Dock 2,Unknown,https://www.ayfoto.com.tr,,https://www.ayfoto.com.tr/urun/dji-dock,Company Website,https://www.ayfoto.com.tr/urun/dji-dock-2-matrice-3td,Company Website,,,,,High,,Turkish reseller with original DJI Dock and DJI Dock 2 bundle pages.,ChatGPT
GNSS Teknik,TR,Reseller,Dock 3,Unknown,https://www.gnssteknik.com.tr,,https://www.gnssteknik.com.tr/category/iha/dji/dji-dock-3-otomatik-istasyon-unitesi,Company Website,,,,,,,Medium,,Turkish reseller listing DJI Dock 3 automatic station unit.,ChatGPT
GURIS Teknoloji,TR,Enterprise End-User,Dock 3,Unknown,https://www.guristeknoloji.com,,https://www.santiye.com.tr/guri-s-teknoloji-den-wtip-ve-dronlari-yoneten-dock-3-8552.html,Industry Article,,,,,,,Medium,,Industry report describes GURIS Teknoloji using DJI Dock 3 in renewable energy inspections.,ChatGPT
Olcen,TR,Reseller,Dock 2,Unknown,https://olcen.com.tr,,https://olcen.com.tr/urun/DJI-Dock-2,Company Website,,,,,,,Medium,,Turkish reseller listing DJI Dock 2.,ChatGPT
SYD,TR,Reseller,Dock 2,Unknown,https://www.syd.com.tr,,https://www.syd.com.tr/urun/dji-dock-2,Company Website,,,,,,,Medium,,Turkish reseller listing DJI Dock 2 ground station.,ChatGPT
Zafer Guder Aviation & Space,TR,Authorized Dealer,Dock 2,Unknown,https://www.zaferguder.com.tr,,https://www.zaferguder.com.tr/products/dji-dock-2,Company Website,https://www.zaferguder.com.tr/resources/news/dji-dock-2-release,Company Website,,,,,High,,Turkish DJI Enterprise dealer with product and release pages for DJI Dock 2.,ChatGPT
Aeronex,AE,Distributor,Dock 1; Dock 2; Dock 3,Unknown,https://www.aeronex.ae,,https://www.aeronex.ae/,Company Website,,,,,,,Medium,,Middle East DJI Enterprise master sales platform mentioning Dock Series.,ChatGPT
DJI Stores UAE,AE,Authorized Dealer,Dock 2,Unknown,https://djistores.ae,,https://djistores.ae/product-category/education-industry/enterprise/docks/,Company Website,https://djistores.ae/product/dji-dock-2-m3td/,Company Website,,,,,High,,UAE DJI retail network with docks category and DJI Dock 2 product page.,ChatGPT
DroneDubai / Airworks,AE,Reseller,Dock 2,Unknown,https://www.dronedubai.ae,,https://www.dronedubai.ae/dji-dock-2/,Company Website,,,,,,,Medium,,Dubai-based seller listing DJI Dock 2.,ChatGPT
GNSS.AE,AE,Authorized Dealer,Dock 1,Unknown,https://gnss.ae,,https://gnss.ae/,Company Website,,,,,,,Medium,,Dubai-based official DJI Enterprise dealer mentioning docks in enterprise offering.,ChatGPT
Drone Pilot Academy,GB,Reseller,Dock 2,Unknown,https://www.dronepilotacademy.co.uk,,https://www.dronepilotacademy.co.uk/product/dji-dock-2/,Company Website,,,,,,,Medium,,UK training and drone supplier listing DJI Dock 2.,ChatGPT
Drone Sales UK,GB,Reseller,Dock 3,Unknown,https://dronesales.co.uk,,https://dronesales.co.uk/product/dji-dock-3-dock-only/,Company Website,,,,,,,Medium,,UK seller listing DJI Dock 3.,ChatGPT
Drone Works UK,GB,Reseller,Dock 3,Unknown,https://droneworksuk.co.uk,,https://droneworksuk.co.uk/products/dji-dock-3-dock-only,Company Website,,,,,,,Medium,,UK reseller listing DJI Dock 3.,ChatGPT
iRed Limited,GB,Reseller,Dock 2; Dock 3,Unknown,https://store.ired.co.uk,,https://store.ired.co.uk/products/dji-dock-2,Company Website,https://store.ired.co.uk/products/dock-3,Company Website,,,,,High,,UK reseller with both Dock 2 and Dock 3 product pages.,ChatGPT
Adam's Construction & Surveying,US,Enterprise End-User,Dock 2,Unknown,https://adamscsi.com,,https://enterprise-insights.dji.com/blog/revolutionizing-industries-with-drone-in-a-box-technology-0,DJI Case Study,,,,,,,Medium,,DJI case study highlighting DJI Dock 2 use in construction and surveying in Texas.,ChatGPT
DJI Colorado,US,Authorized Dealer,Dock 1,Unknown,https://djicolorado.com,,https://djicolorado.com/,Company Website,,,,,,,Medium,,US enterprise dealer homepage highlights DJI Dock among featured products.,ChatGPT
Dronny Store USA,US,Reseller,Dock 3,Unknown,https://www.dronnystoreusa.com,,https://www.dronnystoreusa.com/product-page/dji-dock-3-automated-drone-deployment-station,Company Website,,,,,,,Medium,,US ecommerce seller listing DJI Dock 3 automated deployment station.,ChatGPT
Greenfield Police Department,US,Government End-User,Dock 2,Unknown,https://www.cityofgreenfield.org,,https://dronexl.co/2025/05/30/greenfield-police-dji-drone-first-responders/,Industry Article,,,,,,,Medium,,Public safety deployment of DJI Dock 2 highlighted in DFR reporting.,ChatGPT
US Drone Supply,US,Reseller,Dock 3,Unknown,https://usdronesupply.com,,https://usdronesupply.com/products/dji-dock-3,Company Website,,,,,,,Medium,,US reseller listing DJI Dock 3.,ChatGPT
UVT,US,System Integrator,Dock 3,Unknown,https://www.uvt.us,,https://www.uvt.us/dji-dock-3,Company Website,,,,,,,Medium,,US drone-in-a-box and UAS integrator with DJI Dock 3 page.,ChatGPT
