id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url
128,DJI大疆授权专卖店(广州友谊商店国金店),Retail Store,low,广州市天河区猎德街道珠江西路5号广州友谊商场国金店M层大疆体验专区,广州市,广东省,China,CN,Asia,18928743156,yqingfei@gzsuomeng.com,,23.118525,113.322689,
129,DJI大疆授权体验店(沈阳京东MALL),Retail Store,low,辽宁省沈阳市大东区滂江街28号大东区龙之梦京东MALL,沈阳市,辽宁省,China,CN,Asia,13940460865,1524051370@qq.com,,41.8,123.4841,
130,DJI大疆授权体验店(广州白云万象汇),Retail Store,low,广东省广州市白云区机场路1399号百信广场西区一楼L1007DJI大疆创新,广州市,广东省,China,CN,Asia,"19102064145,020-36487549",,,23.193398,113.262088,
131,DJI大疆授权体验店(杭州大悦城),Retail Store,low,浙江省杭州市拱墅区隐秀路1号大悦城1楼L1-25&26铺位,杭州市,浙江省,China,CN,Asia,(0571) 8873 3820,,,30.296287,120.122557,
132,DJI大疆授权体验店(深圳PAMALL),Retail Store,low,深圳市福田区益田路5033号PA MALL 平安金融中心NLM02,深圳市,广东省,China,CN,Asia,"0755-82522909,18123928727",hezhuowei@hengweixin.com.cn,,22.53318,114.05564,
133,DJI大疆授权体验店(长沙松雅湖吾悦广场),Retail Store,low,湖南省长沙县望仙东路489号吾悦广场5栋149室1063号,长沙市,湖南省,China,CN,Asia,"0731-85215330,18163769107",1307990998@qq.com,,28.257949,113.108084,
134,DJI大疆授权体验店(北京通州万达),Retail Store,low,北京市通州区万达广场1层1003A号DJI大疆,北京市,北京市,China,CN,Asia,15321932905,,,39.906887,116.642803,
135,DJI大疆专区SIS店(西安和平门店),Retail Store,low,陕西省西安市碑林区雁塔北路78号西光摄影器材,西安市,陕西省,China,CN,Asia,15389188742,,,34.248127,108.963586,
136,DJI大疆授权体验店(丽水银泰城),Retail Store,low,浙江省丽水市莲都区银泰城L1007,丽水市,浙江省,China,CN,Asia,0578-2121601,,,28.438154,119.926141,
137,DJI大疆授权体验店(温州印象城),Retail Store,low,浙江省温州市鹿城区南汇街道府东路333号温州印象城商业中心D29-L1-25号,温州市,浙江省,China,CN,Asia,0577-86081787,,,31.06048,121.22252,
138,DJI大疆授权体验店(广州番禺奥园),Retail Store,low,广东省广州市番禺区福德路281号奥园广场106-05号,广州市,广东省,China,CN,Asia,18126758720,877085104@qq.com,,22.93,113.3642,
139,DJI大疆授权体验店(佛山岭南站),Retail Store,low,广东省佛山市禅城区祖庙街道祖庙路29号岭南站一楼013B号大疆无人机授权体验店,佛山市,广东省,China,CN,Asia,13380227750,,,23.107877,113.148242,
140,DJI大疆授权体验店(太原公元时代城),Retail Store,low,山西省太原市万柏林区迎泽西大街120号公元时代城购物中心F1-017,太原市,山西省,China,CN,Asia,15803417701,623416592@qq.com,,37.862736,112.515033,
141,DJI大疆授权体验店(西宁王府井百货中心),Retail Store,low,青海省西宁市城中区西大街42号西宁王府井百货中心店B馆B1-005,西宁市,青海省,China,CN,Asia,18195616683,,,36.62768,36.62768,
142,DJI大疆授权体验店(沈阳长白万象汇),Retail Store,low,辽宁省沈阳市和平区长白北路199号一楼L137,沈阳市,辽宁省,China,CN,Asia,15712478801,,,41.747575,123.394783,
143,DJI大疆授权体验店(益阳万达广场),Retail Store,low,湖南省益阳市赫山区益阳大道与罗溪路交汇处益阳赫山万达广场1A026,益阳市,湖南省,China,CN,Asia,"0737-6670605,17363765255",1027369709@qq.com,,28.571165,112.380989,
144,DJI大疆授权专卖店(北京首钢园店),Retail Store,low,北京市石景山区五一剧场路1号院2号楼B2座1层DJI大疆店,北京市,北京市,China,CN,Asia,13601248598,anhq@163.com,,39.925294,116.162634,
145,DJI大疆授权体验店(无锡八佰伴中心),Retail Store,low,江苏省无锡市锡山区锡沪路东亭西段1号八佰伴中心一楼1008号,无锡市,江苏省,China,CN,Asia,13382209197,,,31.572906,120.30274,
146,DJI大疆授权体验店(曲靖万达),Retail Store,low,云南省曲靖开发区翠峰路83号万达广场【1A】层【1A016】号,曲靖市,云南省,China,CN,Asia,0874-3956339,,,25.519474,103.757598,
147,DJI大疆授权体验店(自贡华商爱琴海),Retail Store,low,四川省自贡市自流井区华商北路155号F1-F1S003,自贡市,四川省,China,CN,Asia,19182822512,19182822512@189.cn,,29.32,104.77,
148,DJI大疆授权专卖店(兰州市天水南路店),Retail Store,low,天水南路216号,兰州市,甘肃省,China,CN,Asia,18198017730,,,36.043259,103.85428,
149,DJI大疆授权体验店(潍坊泰华城),Retail Store,low,"山东省潍坊市奎文区东风东街360号泰华城新天地一层XL157b,XL158DJL大疆",潍坊市,山东省,China,CN,Asia,18005366321/15589657586,,,36.704352,119.105551,
150,DJI大疆授权体验店(周口万顺达),Retail Store,low,河南省周口市川汇区七一路五一路交叉口万顺达一楼南门入口,周口市,河南省,China,CN,Asia,15138335910,,,33.623786,114.655002,
151,DJI大疆授权体验店(成都万象城),Retail Store,low,四川省成都市成华区双庆路8号成都华润万象城C馆一楼165号,成都市,四川省,China,CN,Asia,"15387641600,028-84451337",,,30.656346,104.10325,
152,DJI大疆授权体验店(大理泰业国际广场),Retail Store,low,云南省大理市建设路21号昆百大泰业城1楼中庭服务台旁A136号铺,大理白族自治州,云南省,China,CN,Asia,19116190572,,,25.591842,100.23271,
153,DJI大疆授权体验店(福州中骏世界城),Retail Store,low,福建省福州市仓山区利民路11号中骏世界城一楼M122单元商铺,福州市,福建省,China,CN,Asia,"13007169978,0591-87502126",502304708@qq.com,,26.034763,119.31735,
154,DJI大疆专区专柜(昆明佰腾数码广场新世界店),Retail Store,low,云南省昆明市佰腾数码广场A座105,昆明市,云南省,China,CN,Asia,13759558828,,,25.057562,102.70609,
155,DJI大疆授权体验店(广州天河领展),Retail Store,low,广州市天河区马场路36号领展广场一楼120-1a,广州市,广东省,China,CN,Asia,"15360546530,(020)83629214",huangfeng@hengweixin.com.cn,,23.129783,113.350619,
156,DJI大疆授权体验店(杭州亚奥万象天地),Retail Store,low,浙江省杭州市萧山区盈丰街道亚奥城北区1-6、1-7号 S104号铺,杭州市,浙江省,China,CN,Asia,18069881055；0571-81631518,loufeifu@mc2.cn,,30.26,120.26,
157,DJI大疆专区SIS店(成都华菱摄影城富卓店),Retail Store,low,四川省成都市金牛区文家巷12号华凌摄影城1楼A2,成都市,四川省,China,CN,Asia,13982155220,,,30.683782,104.044756,
158,DJI大疆授权体验店(重庆时代天街E馆),Retail Store,low,渝中区大坪长江路174号龙湖时代天街E馆2F-36,重庆市,重庆市,China,CN,Asia,"18523672079,023-63525867",,,29.543761,106.513975,
159,DJI大疆授权体验店(北京昌平悦荟),Retail Store,low,北京悦荟昌平区南环路10号L1001单元,北京市,北京市,China,CN,Asia,13161289067,1334568600@qq.com,,40.22,116.25,
160,DJI大疆授权体验店(常州购物中心),Retail Store,low,江苏省常州市天宁区延陵西路1-7号购物中心1楼大疆,常州市,江苏省,China,CN,Asia,15366822797,,,31.78228,119.968483,
161,DJI大疆专区SIS店(银川文化东街店),Retail Store,low,宁夏银川市兴庆区文化东街122号,银川市,宁夏回族自治区,China,CN,Asia,"0951-6026619,13007960066",,,38.473516,106.28967,
162,DJI大疆授权体验店(嘉兴八佰伴),Retail Store,low,浙江省嘉兴市南湖区中山路1360号八佰伴购物中心一层L1080铺位,嘉兴市,浙江省,China,CN,Asia,"0573-82825986,18067815263",,,30.758414,120.73284,
163,DJI大疆授权体验店(武汉金银潭永旺梦乐城),Retail Store,low,湖北省武汉市东西湖区金银潭大道1号永旺梦乐城一层134铺位,武汉市,湖北省,China,CN,Asia,027-85620220,,,30.66226,114.25951,
164,DJI大疆授权体验店(深圳益田假日),Retail Store,low,广东省深圳市南山区沙河街道华夏街社区深南大道9028号益田假日广场B1-36,深圳市,广东省,China,CN,Asia,"0755-86545054,19926693195",,,22.536973,113.975542,
165,DJI大疆授权体验店(汕头万象城),Retail Store,low,"广东省汕头市龙湖区华润万象城一层大疆L163,L164",汕头市,广东省,China,CN,Asia,18033389078,,,30.650722,104.11511,
166,DJI大疆授权体验店(长沙洋湖京东MALL),Retail Store,low,湖南省长沙市岳麓区洋湖街道景园路376号一楼大疆,长沙市,湖南省,China,CN,Asia,19097547846,2671195799@qq.com,,28.118651,112.934984,
167,DJI大疆授权体验店(上海百联中环购物广场),Retail Store,low,上海市普陀区真光路1288号L1-0112铺位,上海市,上海市,China,CN,Asia,16601805649,diaosiman@mc2.cn,,31.25,121.39,
168,DJI大疆授权体验店(北京华贸),Retail Store,low,北京市朝阳区建国路79号华贸购物中心1层L124,北京市,北京市,China,CN,Asia,17338157915,,,39.908904,116.476429,
169,DJI大疆授权体验店(北京王府井APM),Retail Store,low,北京市东城区王府井大街138号apm购物中心B区L205,北京市,北京市,China,CN,Asia,13021273012,,,39.914466,116.411713,
170,DJI大疆授权体验店(海口龙湖天街),Retail Store,low,海口市龙华区南海大道15号海口天街B-1F-11室,海口市,海南省,China,CN,Asia,19189896201,,,19.997067,110.328923,
171,DJI大疆专区专柜(潍坊阳光100城市广场店),Retail Store,low,山东省潍坊市奎文区胜利东街阳光100城市广场1号楼103,潍坊市,山东省,China,CN,Asia,0536-8100021;13573605174,,,36.713409,119.130429,
172,DJI大疆授权体验店(重庆悦荟购物中心),Retail Store,low,重庆市江北区悦荟购物中心3号门旁,重庆市,重庆市,China,CN,Asia,"023-67100361,15017003255",,,29.571733,106.547764,
173,DJI大疆授权体验店(洛阳大卫天地),Retail Store,low,洛阳市西工区中州路与解放路交叉口427号大卫天地1F-40,洛阳市,河南省,China,CN,Asia,18838831293,,,34.662974,112.430181,
174,DJI大疆授权体验店(红河蒙自南湖荟),Retail Store,low,云南省红河哈尼族彝族自治州蒙自市南湖南路9号南湖荟Mall内A-F1-138、139,红河哈尼族彝族自治州,云南省,China,CN,Asia,18810806891,757769958@qq.com,,23.01,103.13,
175,DJI大疆专区SIS店(驻马店解放大道店),Retail Store,low,河南省驻马店市驿城区解放大道人民派出所正对面,驻马店市,河南省,China,CN,Asia,"0396-2986899,15890824291",434894068@qq.com,,32.976114,114.028114,
176,DJI大疆授权专卖店(上海市森兰湾店),Retail Store,low,上海市浦东新区高行镇启帆路800弄11号楼一楼102室,上海市,上海市,China,CN,Asia,18616111101,371099393@qq.com,,31.184347,121.353673,
177,DJI大疆授权体验店(苏州常熟永旺),Retail Store,low,江苏省苏州市常熟市东南大道168号永旺梦乐城1楼131-133铺位大疆,苏州市,江苏省,China,CN,Asia,19962899833,zhangchenxi@feishangkeji.cn,,31.601151,120.777205,
178,DJI大疆授权专卖店(沈阳市百脑汇今恒翔店),Retail Store,low,辽宁省沈阳市和平区三好街百脑汇一楼1B01（正门门市）,沈阳市,辽宁省,China,CN,Asia,13804998546,85998774@qq.com,,41.765144,123.42717,
179,DJI大疆专区SIS店(曲靖博泰寥廓北路店),Retail Store,low,云南省曲靖市麒麟区寥廓北路168-15,曲靖市,云南省,China,CN,Asia,13769668193,921875759@qq.com,,25.511348,103.789632,
180,DJI大疆授权体验店(扬州万象汇),Retail Store,low,扬州市邗江区文昌中路606号万象汇1楼L133号,扬州市,江苏省,China,CN,Asia,19351836889,,,32.400945,32.400945,
181,DJI大疆授权体验店(上海太阳宫),Retail Store,low,上海市虹口区瑞虹路181号瑞虹天地太阳宫L1-55铺位,上海市,上海市,China,CN,Asia,021-55382007,,,31.263287,121.500251,
182,DJI大疆授权专卖店(郑州保利久街店),Retail Store,low,河南省郑州市中原区中原路与华山路交叉口（地铁D口）保利久街一楼6-108,郑州市,河南省,China,CN,Asia,13598823158,617080967@qq.com,,34.753919,113.605832,
183,DJI大疆授权体验店(青岛凯德广场),Retail Store,low,山东省青岛市市北区黑龙江南路18号凯德MALL新都心1层14号,青岛市,山东省,China,CN,Asia,15898848565,61156824@qq.com,,36.11999,120.40246,
184,DJI大疆授权体验店(成都龙湖金楠天街),Retail Store,low,四川省成都市武侯区龙湖金楠天街B馆-1F-06号商铺,成都市,四川省,China,CN,Asia,19136258168,19136258168@189.cn,,30.65,104,
185,DJI大疆授权体验店(武汉汉街),Retail Store,low,湖北省武汉市武昌区汉街第三街区J4-2-10A，J4-2-10B号商铺,武汉市,湖北省,China,CN,Asia,18971603751；027-87811286,,,30.556927,114.34125,
186,DJI大疆授权体验店(温州龙湾万达),Retail Store,low,浙江省温州市龙湾区永中街道永定路1188号1F1008铺位,温州市,浙江省,China,CN,Asia,19706883048,1772422081@qq.com,,27.91962,120.810509,
187,DJI大疆授权体验店(广州正佳广场),Retail Store,low,广州市天河区天河路228号正佳广场1楼1B065-66,广州市,广东省,China,CN,Asia,"020-38814584,19124257282",xujiahua@hengweixin.com.cn,,23.138477,113.333637,
188,DJI大疆专区SIS店(鄂尔多斯市达拉特南路店),Retail Store,low,鄂尔多斯市东胜区达拉特南路3号附5号,鄂尔多斯市,内蒙古自治区,China,CN,Asia,15149668866,,,39.809564,110.0043,
189,DJI大疆授权体验店(福州万象城),Retail Store,low,福州市鼓楼区洪山镇洪山园路五号福州万象城5层L527,福州市,福建省,China,CN,Asia,18349391640,,,26.063545,119.291269,
190,DJI大疆授权体验店(上海虹桥南丰城),Retail Store,low,上海市长宁区遵义路100号虹桥南丰城商场北区1楼L115,上海市,上海市,China,CN,Asia,021-52996782,,,31.207699,121.407103,
191,DJI大疆授权体验店(太原天美新天地),Retail Store,low,太原市小店区长风街天美新天地5层东北角,太原市,山西省,China,CN,Asia,15536329056,,,37.819489,112.564309,
192,DJI大疆授权体验店(成都龙湖锦宸天街),Retail Store,low,四川省成都市新都区大丰街道大天路699号龙湖锦宸天街A馆-1F-52,成都市,四川省,China,CN,Asia,19136238168,19136238168@189.cn,,30.76,104.07,
193,DJI大疆授权专卖店(贵阳中华南路店),Retail Store,low,贵阳市南明区中华南路149号中都大厦一层2至4轴,贵阳市,贵州省,China,CN,Asia,18985116385,,,26.574159,106.712299,
194,DJI大疆授权体验店(深圳海雅缤纷城),Retail Store,low,深圳市宝安区宝城5区宝民路海雅缤纷城第一层1S32-1S33号商铺,深圳市,广东省,China,CN,Asia,"0755-23095174,19926584330",,,22.567268,113.901413,
195,DJI大疆专区SIS店(哈尔滨教化电子城百润店),Retail Store,low,黑龙江省哈尔滨市南岗区松花江街139号教化广场2楼2F-88号,哈尔滨市,黑龙江省,China,CN,Asia,13766890945,77730978@qq.com,,45.747653,126.630304,
196,DJI大疆授权专卖店(扬州航空谷店),Retail Store,low,江苏省扬州市广陵区航空谷科创研发中心星航荟,扬州市,江苏省,China,CN,Asia,17751383807,1165343531@qq.com,,32.405092,119.555848,
197,DJI大疆专区SIS店(西安大都荟店),Retail Store,low,陕西省西安市雁塔区高新四路139号大都荟本地书馆2楼（DJI大疆授权店）,西安市,陕西省,China,CN,Asia,15399085729,1305282739@qq.com,,34.24385,108.89979,
198,DJI大疆专区SIS店(深圳华强北电子世界泽艺达),Retail Store,low,深圳市福田区华强广场华强电子世界2店2楼HQ022,深圳市,广东省,China,CN,Asia,0755-82798566；13510151359,,,22.54,114.09,
199,DJI大疆专区SIS店(合肥汇云大厦店),Retail Store,low,包河区黄山路与宿松路交口汇云大厦一楼,合肥市,安徽省,China,CN,Asia,"0551-62612911,18919667590",95420561@qq.com,,31.848294,117.279287,
200,DJI大疆授权体验店(珠海环宇城),Retail Store,low,广东省珠海市香洲区前河北路96号(近前山总站)环宇城L1-157C,珠海市,广东省,China,CN,Asia,18902532306,704180473@qq.com,,22.240903,113.530814,
201,DJI大疆专区专柜(长沙科佳摄影城店),Retail Store,low,湖南省长沙市赛格数码广场一楼1B03号,长沙市,湖南省,China,CN,Asia,13574124796,2226339849@qq.com,,39.897445,116.331398,
202,DJI大疆授权专卖店(福州市大利嘉福莱店),Retail Store,low,福州市台江区五一中路169号大利嘉A1-2,福州市,福建省,China,CN,Asia,0591-83355614,,,26.068324,119.313596,
203,DJI大疆哈苏概念店(长春卓展),Retail Store,low,吉林省长春市朝阳区重庆路1255号 长春卓展购物中心（2B-215）,长春市,吉林省,China,CN,Asia,15543454551,,,43.890612,125.3197,
204,DJI大疆专区SIS店(南京新工产业园店),Retail Store,low,江苏省南京市玄武区珠江路680号新工产业园101,南京市,江苏省,China,CN,Asia,17368718987,levy_0212@126.com,,32.053338,118.809817,
205,DJI大疆授权体验店(武汉宜家荟聚),Retail Store,low,湖北省武汉市硚口区园博大道1号武汉荟聚中心02B04铺位,武汉市,湖北省,China,CN,Asia,027-83237580,,,30.616706,114.166393,
206,DJI大疆授权体验店(上海周浦万达),Retail Store,low,上海市浦东新区年家浜路518号周浦万达商场L112铺位,上海市,上海市,China,CN,Asia,021-20942880,,,31.11428,121.569053,
207,DJI大疆授权体验店(成都金牛凯德),Retail Store,low,四川省成都市金牛区交大路183号凯德广场金牛01层91号,成都市,四川省,China,CN,Asia,19150357816,19150357816@qq.com,,39.94,116.43,
